PROJECTID,DESCRIPTION,METHODOLOGY,INDUSTRY,STDAT,ECC,S/4HANA,BTP,RAP,CAP,DATAREPLICATION,BAS,MOBILEDEVLOPMENT,GENAI,NARROWAI,NOPACK,COMPLEXITY,REGION,UI,BE,CNF,FUNAI,UX,TRANSLATION,TESTING,SPRINT0
P5258,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,1,100,273.0000,656,98,131.5,30,0,287,40
P5259,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,1,6,1,100,273.0000,516,98,128.65,30,0,284,35
P5260,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,1,100,273.0000,656,98,131.5,30,0,287,40
P5261,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,1,100,273.0000,656,98,131.5,30,0,287,40
P5262,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,1,100,273.0000,656,98,131.5,30,0,287,40
P5263,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,1,100,273.0000,656,98,131.5,30,0,287,40
P5264,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,1,100,273.0000,656,98,131.5,30,0,287,40
P5265,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,1,100,273.0000,656,98,131.5,30,0,287,40
P5266,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,1,100,273.0000,656,98,131.5,30,0,287,40
P5267,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,1,100,273.0000,656,98,131.5,30,0,287,40
P5268,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,1,100,273.0000,656,98,131.5,30,0,287,40
P5269,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,1,100,273.0000,929,98,161.15,30,0,292,45
P5270,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,1,100,273.0000,929,98,161.15,30,0,292,45
P5271,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,1,100,273.0000,929,98,161.15,30,0,292,45
P5272,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,1,100,273.0000,929,98,161.15,30,0,292,45
P5273,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,1,100,273.0000,929,98,161.15,30,0,292,45
P5274,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,1,100,273.0000,929,98,161.15,30,0,292,45
P5275,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,1,100,273.0000,929,98,161.15,30,0,292,45
P5276,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,1,100,273.0000,929,98,161.15,30,0,292,45
P5277,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,1,100,273.0000,929,98,161.15,30,0,292,45
P5278,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,1,100,273.0000,929,98,161.15,30,0,292,45
P5279,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,1,100,273.0000,929,98,161.15,30,0,292,45
P5280,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,0,0,6,2,1,135.0000,174,0,49,15,30,139,18.75
P5281,BEELINE,Agile,Cross,45323,0,1,0,0,0,0,0,0,0,0,6,2,1,172.5000,221,0,63,20,39,177,25
P5282,BEELINE,Agile,Cross,45323,0,0,1,0,0,0,0,0,0,0,6,2,1,0.0000,5,25,0,0,1,1,6.25
P5283,BEELINE,Agile,Cross,45323,0,0,0,1,0,0,0,0,0,0,6,2,1,0.0000,5,18.75,0,0,1,1,6.25
P5284,BEELINE,Agile,Cross,45323,0,0,0,0,1,0,0,0,0,0,6,2,1,0.0000,5,18.75,0,0,1,1,6.25
P5285,BEELINE,Agile,Cross,45323,0,0,0,0,0,1,0,0,0,0,6,2,1,0.0000,5,28.75,0,0,1,1,6.25
P5286,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,1,0,0,0,6,2,1,0.0000,5,18.75,0,0,1,1,6.25
P5287,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,1,0,0,6,2,1,210.0000,268,12.5,76,25,47,216,31.25
P5288,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,0,1,0,6,2,1,0.0000,80,0,32.5,0,9,2,6.25
P5289,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,0,0,1,6,2,1,0.0000,39,0,29.65,0,6,1,6.25
P5290,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,6,2,1,240.0000,305,0,87,25,53,247,31.25
P5291,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,6,2,1,240.0000,305,0,87,25,53,247,31.25
P5292,BEELINE,Agile,Cross,45323,1,0,1,0,0,0,0,0,0,0,6,2,1,135.0000,174,25,49,15,30,139,18.75
P5293,BEELINE,Agile,Cross,45323,1,0,0,1,0,0,0,0,0,0,6,2,1,135.0000,174,18.75,49,15,30,139,18.75
P5294,BEELINE,Agile,Cross,45323,1,0,0,0,1,0,0,0,0,0,6,2,1,135.0000,174,18.75,49,15,30,139,18.75
P5295,BEELINE,Agile,Cross,45323,1,0,0,0,0,1,0,0,0,0,6,2,1,135.0000,177,28.75,49,15,31,139,18.75
P5296,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,1,0,0,0,6,2,1,135.0000,174,18.75,49,15,30,139,18.75
P5297,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,1,0,0,6,2,1,277.5000,352,12.5,100,30,61,285,37.5
P5298,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,1,0,6,2,1,135.0000,362,0,81.5,15,48,143,25
P5299,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,0,1,6,2,1,135.0000,272,0,78.65,15,41,141,25
P5300,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,6,2,1,240.0000,305,0,87,25,53,247,31.25
P5301,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,6,2,1,240.0000,305,0,87,25,53,247,31.25
P5302,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,6,2,1,240.0000,305,25,87,25,53,247,31.25
P5303,BEELINE,Agile,Cross,45323,1,1,0,1,0,0,0,0,0,0,6,2,1,240.0000,305,18.75,87,25,53,247,31.25
P5304,BEELINE,Agile,Cross,45323,1,1,0,0,1,0,0,0,0,0,6,2,1,240.0000,305,18.75,87,25,53,247,31.25
P5305,BEELINE,Agile,Cross,45323,1,1,0,0,0,1,0,0,0,0,6,2,1,240.0000,310,28.75,87,25,53,247,31.25
P5306,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,1,0,0,0,6,2,1,240.0000,305,18.75,87,25,53,247,31.25
P5307,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,1,0,0,6,2,1,341.2500,432,12.5,123,35,75,350,43.75
P5308,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,1,0,6,2,1,240.0000,580,0,119.5,25,78,252,43.75
P5309,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,1,6,2,1,240.0000,452,0,116.65,25,67,250,37.5
P5310,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,6,2,1,240.0000,305,25,87,25,53,247,31.25
P5311,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,6,2,1,240.0000,305,25,87,25,53,247,31.25
P5312,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,6,2,1,240.0000,305,25,87,25,53,247,31.25
P5313,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,6,2,1,240.0000,305,43.75,87,25,53,247,37.5
P5314,BEELINE,Agile,Cross,45323,1,1,1,0,1,0,0,0,0,0,6,2,1,240.0000,305,43.75,87,25,53,247,37.5
P5315,BEELINE,Agile,Cross,45323,1,1,1,0,0,1,0,0,0,0,6,2,1,240.0000,310,53.75,87,25,53,247,37.5
P5316,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,1,0,0,0,6,2,1,240.0000,305,43.75,87,25,53,247,37.5
P5317,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,1,0,0,6,2,1,341.2500,432,37.5,123,35,75,350,43.75
P5318,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,1,0,6,2,1,240.0000,580,25,119.5,25,78,252,43.75
P5319,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,1,6,2,1,240.0000,452,25,116.65,25,67,250,37.5
P5320,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,6,2,1,240.0000,305,43.75,87,25,53,247,37.5
P5321,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,6,2,1,240.0000,305,43.75,87,25,53,247,37.5
P5322,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,6,2,1,240.0000,305,43.75,87,25,53,247,37.5
P5323,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,6,2,1,240.0000,305,43.75,87,25,53,247,37.5
P5324,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,1,240.0000,305,62.5,87,25,53,247,37.5
P5325,BEELINE,Agile,Cross,45323,1,1,1,1,0,1,0,0,0,0,6,2,1,240.0000,310,72.5,87,25,53,247,37.5
P5326,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,1,0,0,0,6,2,1,240.0000,305,62.5,87,25,53,247,37.5
P5327,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,1,0,0,6,2,1,341.2500,432,56.25,123,35,75,350,50
P5328,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,1,0,6,2,1,240.0000,580,43.75,119.5,25,78,252,43.75
P5329,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,1,6,2,1,240.0000,452,43.75,116.65,25,67,250,37.5
P5330,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,1,240.0000,305,62.5,87,25,53,247,37.5
P5331,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,1,240.0000,305,62.5,87,25,53,247,37.5
P5332,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,1,240.0000,305,62.5,87,25,53,247,37.5
P5333,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,1,240.0000,305,62.5,87,25,53,247,37.5
P5334,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,1,240.0000,305,62.5,87,25,53,247,37.5
P5335,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,1,240.0000,310,91.25,87,25,53,247,37.5
P5336,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,1,0,0,0,6,2,1,240.0000,305,81.25,87,25,53,247,37.5
P5337,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,1,0,0,6,2,1,341.2500,432,75,123,35,75,350,50
P5338,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,1,0,6,2,1,240.0000,580,62.5,119.5,25,78,252,43.75
P5339,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,1,6,2,1,240.0000,452,62.5,116.65,25,67,250,43.75
P5340,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,1,240.0000,310,91.25,87,25,53,247,37.5
P5341,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,1,240.0000,310,91.25,87,25,53,247,37.5
P5342,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,1,240.0000,310,91.25,87,25,53,247,37.5
P5343,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,1,240.0000,310,91.25,87,25,53,247,37.5
P5344,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,1,240.0000,310,91.25,87,25,53,247,37.5
P5345,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,1,240.0000,310,91.25,87,25,53,247,37.5
P5346,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,6,2,1,240.0000,310,110,87,25,53,247,37.5
P5347,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,1,0,0,6,2,1,341.2500,439,103.75,123,35,76,351,50
P5348,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,1,0,6,2,1,240.0000,585,91.25,119.5,25,78,252,43.75
P5349,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,1,6,2,1,240.0000,457,91.25,116.65,25,68,250,43.75
P5350,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,6,2,1,240.0000,310,110,87,25,53,247,37.5
P5351,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,6,2,1,240.0000,310,110,87,25,53,247,37.5
P5352,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,6,2,1,240.0000,310,110,87,25,53,247,37.5
P5353,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,6,2,1,240.0000,310,110,87,25,53,247,37.5
P5354,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,6,2,1,240.0000,310,110,87,25,53,247,37.5
P5355,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,6,2,1,240.0000,310,110,87,25,53,247,37.5
P5356,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,6,2,1,240.0000,310,110,87,25,53,247,37.5
P5357,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,6,2,1,341.2500,439,122.5,123,35,76,351,50
P5358,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,1,0,6,2,1,240.0000,585,110,119.5,25,78,252,50
P5359,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,1,6,2,1,240.0000,457,110,116.65,25,68,250,43.75
P5360,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,6,2,1,341.2500,439,122.5,123,35,76,351,50
P5361,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,6,2,1,341.2500,439,122.5,123,35,76,351,50
P5362,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,6,2,1,341.2500,439,122.5,123,35,76,351,50
P5363,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,6,2,1,341.2500,439,122.5,123,35,76,351,50
P5364,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,6,2,1,341.2500,439,122.5,123,35,76,351,50
P5365,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,6,2,1,341.2500,439,122.5,123,35,76,351,50
P5366,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,6,2,1,341.2500,439,122.5,123,35,76,351,50
P5367,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,0,6,2,1,341.2500,439,122.5,123,35,76,351,50
P5368,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,2,1,341.2500,797,122.5,155.5,35,107,358,62.5
P5369,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,0,1,6,2,1,341.2500,633,122.5,152.65,35,93,354,56.25
P5370,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,2,1,341.2500,797,122.5,155.5,35,107,358,62.5
P5371,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,2,1,341.2500,797,122.5,155.5,35,107,358,62.5
P5372,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,2,1,341.2500,797,122.5,155.5,35,107,358,62.5
P5373,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,2,1,341.2500,797,122.5,155.5,35,107,358,62.5
P5374,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,2,1,341.2500,797,122.5,155.5,35,107,358,62.5
P5375,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,2,1,341.2500,797,122.5,155.5,35,107,358,62.5
P5376,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,2,1,341.2500,797,122.5,155.5,35,107,358,62.5
P5377,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,2,1,341.2500,797,122.5,155.5,35,107,358,62.5
P5378,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,0,6,2,1,341.2500,797,122.5,155.5,35,107,358,62.5
P5379,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,2,1,341.2500,1101,122.5,185.15,35,133,364,75
P5380,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,2,1,341.2500,1101,122.5,185.15,35,133,364,75
P5381,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,2,1,341.2500,1101,122.5,185.15,35,133,364,75
P5382,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,2,1,341.2500,1101,122.5,185.15,35,133,364,75
P5383,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,2,1,341.2500,1101,122.5,185.15,35,133,364,75
P5384,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,2,1,341.2500,1101,122.5,185.15,35,133,364,75
P5385,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,2,1,341.2500,1101,122.5,185.15,35,133,364,75
P5386,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,2,1,341.2500,1101,122.5,185.15,35,133,364,75
P5387,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,2,1,341.2500,1101,122.5,185.15,35,133,364,75
P5388,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,2,1,341.2500,1101,122.5,185.15,35,133,364,75
P5389,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,1,1,1,6,2,1,341.2500,1101,122.5,185.15,35,133,364,75
P5390,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,0,0,6,2,10,135.0000,174,0,49,15,40,139,18.75
P5391,BEELINE,Agile,Cross,45323,0,1,0,0,0,0,0,0,0,0,6,2,10,172.5000,221,0,63,20,50,177,25
P5392,BEELINE,Agile,Cross,45323,0,0,1,0,0,0,0,0,0,0,6,2,10,0.0000,5,25,0,0,5,1,6.25
P5393,BEELINE,Agile,Cross,45323,0,0,0,1,0,0,0,0,0,0,6,2,10,0.0000,5,18.75,0,0,5,1,6.25
P5394,BEELINE,Agile,Cross,45323,0,0,0,0,1,0,0,0,0,0,6,2,10,0.0000,5,18.75,0,0,5,1,6.25
P5395,BEELINE,Agile,Cross,45323,0,0,0,0,0,1,0,0,0,0,6,2,10,0.0000,5,28.75,0,0,5,1,6.25
P5396,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,1,0,0,0,6,2,10,0.0000,5,18.75,0,0,5,1,6.25
P5397,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,1,0,0,6,2,10,210.0000,268,12.5,76,25,60,216,31.25
P5398,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,0,1,0,6,2,10,0.0000,80,0,32.5,0,15,2,6.25
P5399,BEELINE,Agile,Cross,45323,0,0,0,0,0,0,0,0,0,1,6,2,10,0.0000,39,0,29.65,0,10,1,6.25
P5400,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,6,2,10,240.0000,305,0,87,25,70,247,31.25
P5401,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,6,2,10,240.0000,305,0,87,25,70,247,31.25
P5402,BEELINE,Agile,Cross,45323,1,0,1,0,0,0,0,0,0,0,6,2,10,135.0000,174,25,49,15,40,139,18.75
P5403,BEELINE,Agile,Cross,45323,1,0,0,1,0,0,0,0,0,0,6,2,10,135.0000,174,18.75,49,15,40,139,18.75
P5404,BEELINE,Agile,Cross,45323,1,0,0,0,1,0,0,0,0,0,6,2,10,135.0000,174,18.75,49,15,40,139,18.75
P5405,BEELINE,Agile,Cross,45323,1,0,0,0,0,1,0,0,0,0,6,2,10,135.0000,177,28.75,49,15,40,139,18.75
P5406,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,1,0,0,0,6,2,10,135.0000,174,18.75,49,15,40,139,18.75
P5407,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,1,0,0,6,2,10,277.5000,352,12.5,100,30,80,285,37.5
P5408,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,1,0,6,2,10,135.0000,362,0,81.5,15,60,143,25
P5409,BEELINE,Agile,Cross,45323,1,0,0,0,0,0,0,0,0,1,6,2,10,135.0000,272,0,78.65,15,55,141,25
P5410,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,6,2,10,240.0000,305,0,87,25,70,247,31.25
P5411,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,0,6,2,10,240.0000,305,0,87,25,70,247,31.25
P5412,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,6,2,10,240.0000,305,25,87,25,70,247,31.25
P5413,BEELINE,Agile,Cross,45323,1,1,0,1,0,0,0,0,0,0,6,2,10,240.0000,305,18.75,87,25,70,247,31.25
P5414,BEELINE,Agile,Cross,45323,1,1,0,0,1,0,0,0,0,0,6,2,10,240.0000,305,18.75,87,25,70,247,31.25
P5415,BEELINE,Agile,Cross,45323,1,1,0,0,0,1,0,0,0,0,6,2,10,240.0000,310,28.75,87,25,70,247,37.5
P5416,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,1,0,0,0,6,2,10,240.0000,305,18.75,87,25,70,247,31.25
P5417,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,1,0,0,6,2,10,341.2500,432,12.5,123,35,95,350,43.75
P5418,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,1,0,6,2,10,240.0000,580,0,119.5,25,100,252,43.75
P5419,BEELINE,Agile,Cross,45323,1,1,0,0,0,0,0,0,0,1,6,2,10,240.0000,452,0,116.65,25,85,250,37.5
P5420,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,6,2,10,240.0000,305,25,87,25,70,247,31.25
P5421,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,6,2,10,240.0000,305,25,87,25,70,247,31.25
P5422,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,0,6,2,10,240.0000,305,25,87,25,70,247,31.25
P5423,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,6,2,10,240.0000,305,43.75,87,25,70,247,37.5
P5424,BEELINE,Agile,Cross,45323,1,1,1,0,1,0,0,0,0,0,6,2,10,240.0000,305,43.75,87,25,70,247,37.5
P5425,BEELINE,Agile,Cross,45323,1,1,1,0,0,1,0,0,0,0,6,2,10,240.0000,310,53.75,87,25,70,247,37.5
P5426,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,1,0,0,0,6,2,10,240.0000,305,43.75,87,25,70,247,37.5
P5427,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,1,0,0,6,2,10,341.2500,432,37.5,123,35,95,350,50
P5428,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,1,0,6,2,10,240.0000,580,25,119.5,25,100,252,43.75
P5429,BEELINE,Agile,Cross,45323,1,1,1,0,0,0,0,0,0,1,6,2,10,240.0000,452,25,116.65,25,85,250,37.5
P5430,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,6,2,10,240.0000,305,43.75,87,25,70,247,37.5
P5431,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,6,2,10,240.0000,305,43.75,87,25,70,247,37.5
P5432,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,6,2,10,240.0000,305,43.75,87,25,70,247,37.5
P5433,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,0,6,2,10,240.0000,305,43.75,87,25,70,247,37.5
P5434,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,10,240.0000,305,62.5,87,25,70,247,37.5
P5435,BEELINE,Agile,Cross,45323,1,1,1,1,0,1,0,0,0,0,6,2,10,240.0000,310,72.5,87,25,70,247,37.5
P5436,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,1,0,0,0,6,2,10,240.0000,305,62.5,87,25,70,247,37.5
P5437,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,1,0,0,6,2,10,341.2500,432,56.25,123,35,95,350,50
P5438,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,1,0,6,2,10,240.0000,580,43.75,119.5,25,100,252,43.75
P5439,BEELINE,Agile,Cross,45323,1,1,1,1,0,0,0,0,0,1,6,2,10,240.0000,452,43.75,116.65,25,85,250,43.75
P5440,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,10,240.0000,305,62.5,87,25,70,247,37.5
P5441,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,10,240.0000,305,62.5,87,25,70,247,37.5
P5442,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,10,240.0000,305,62.5,87,25,70,247,37.5
P5443,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,10,240.0000,305,62.5,87,25,70,247,37.5
P5444,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,0,6,2,10,240.0000,305,62.5,87,25,70,247,37.5
P5445,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,10,240.0000,310,91.25,87,25,70,247,37.5
P5446,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,1,0,0,0,6,2,10,240.0000,305,81.25,87,25,70,247,37.5
P5447,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,1,0,0,6,2,10,341.2500,432,75,123,35,95,350,50
P5448,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,1,0,6,2,10,240.0000,580,62.5,119.5,25,100,252,43.75
P5449,BEELINE,Agile,Cross,45323,1,1,1,1,1,0,0,0,0,1,6,2,10,240.0000,452,62.5,116.65,25,85,250,43.75
P5450,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,10,240.0000,310,91.25,87,25,70,247,37.5
P5451,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,10,240.0000,310,91.25,87,25,70,247,37.5
P5452,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,10,240.0000,310,91.25,87,25,70,247,37.5
P5453,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,10,240.0000,310,91.25,87,25,70,247,37.5
P5454,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,10,240.0000,310,91.25,87,25,70,247,37.5
P5455,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,0,0,0,0,6,2,10,240.0000,310,91.25,87,25,70,247,37.5
P5456,BEELINE,Agile,Cross,45323,1,1,1,1,1,1,1,0,0,0,6,2,10,240.0000,310,110,87,25,70,247,37.5
